Drug,Solvent,Drug SMILES,Solvent SMILES,Temperature,Solubility_log10,Solubility Unit
Ceftriaxone disodium,Dimethyl Formamide,CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-].CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-].O.O.O.O.O.O.O.[Na+].[Na+].[Na+].[Na+],CN(C)C=O,16.4,-2.928009065,mol/L
Ceftriaxone disodium,Dimethyl Formamide,CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-].CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-].O.O.O.O.O.O.O.[Na+].[Na+].[Na+].[Na+],CN(C)C=O,21.3,-2.810535795,mol/L
Ceftriaxone disodium,Dimethyl Formamide,CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-].CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-].O.O.O.O.O.O.O.[Na+].[Na+].[Na+].[Na+],CN(C)C=O,27.2,-2.707091869,mol/L
Ceftriaxone disodium,Dimethyl Formamide,CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-].CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-].O.O.O.O.O.O.O.[Na+].[Na+].[Na+].[Na+],CN(C)C=O,30.05,-2.639559203,mol/L
Ceftriaxone disodium,Dimethyl Formamide,CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-].CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-].O.O.O.O.O.O.O.[Na+].[Na+].[Na+].[Na+],CN(C)C=O,32.5,-2.607755687,mol/L
Ceftriaxone disodium,Dimethyl Formamide,CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-].CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-].O.O.O.O.O.O.O.[Na+].[Na+].[Na+].[Na+],CN(C)C=O,37.5,-2.537927545,mol/L
Ceftriaxone disodium,Dimethyl Formamide,CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-].CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-].O.O.O.O.O.O.O.[Na+].[Na+].[Na+].[Na+],CN(C)C=O,40.65,-2.458694398,mol/L
Ceftriaxone disodium,Dimethyl Formamide,CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-].CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-].O.O.O.O.O.O.O.[Na+].[Na+].[Na+].[Na+],CN(C)C=O,44.45,-2.429188628,mol/L
Diclofenac,Dimethyl Formamide,C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+],CN(C)C=O,25,0.565378774,mol/L
Dioxopromethazine HCl,Dimethyl Formamide,CN(C=O)C(CN1C2=CC=CC=C2SC3=CC=CC=C31)C=O.Cl,CN(C)C=O,5.05,-1.30400949,mol/L
Dioxopromethazine HCl,Dimethyl Formamide,CN(C=O)C(CN1C2=CC=CC=C2SC3=CC=CC=C31)C=O.Cl,CN(C)C=O,10.05,-1.262721779,mol/L
Dioxopromethazine HCl,Dimethyl Formamide,CN(C=O)C(CN1C2=CC=CC=C2SC3=CC=CC=C31)C=O.Cl,CN(C)C=O,15.12,-1.232906335,mol/L
Dioxopromethazine HCl,Dimethyl Formamide,CN(C=O)C(CN1C2=CC=CC=C2SC3=CC=CC=C31)C=O.Cl,CN(C)C=O,20.03,-1.20792448,mol/L
Dioxopromethazine HCl,Dimethyl Formamide,CN(C=O)C(CN1C2=CC=CC=C2SC3=CC=CC=C31)C=O.Cl,CN(C)C=O,25.02,-1.173018146,mol/L
Dioxopromethazine HCl,Dimethyl Formamide,CN(C=O)C(CN1C2=CC=CC=C2SC3=CC=CC=C31)C=O.Cl,CN(C)C=O,30.04,-1.140448461,mol/L
Dioxopromethazine HCl,Dimethyl Formamide,CN(C=O)C(CN1C2=CC=CC=C2SC3=CC=CC=C31)C=O.Cl,CN(C)C=O,35.08,-1.104351199,mol/L
Dioxopromethazine HCl,Dimethyl Formamide,CN(C=O)C(CN1C2=CC=CC=C2SC3=CC=CC=C31)C=O.Cl,CN(C)C=O,40.02,-1.06504136,mol/L
Dioxopromethazine HCl,Dimethyl Formamide,CN(C=O)C(CN1C2=CC=CC=C2SC3=CC=CC=C31)C=O.Cl,CN(C)C=O,45.08,-1.027917359,mol/L
Dioxopromethazine HCl,Dimethyl Formamide,CN(C=O)C(CN1C2=CC=CC=C2SC3=CC=CC=C31)C=O.Cl,CN(C)C=O,50.03,-0.989126428,mol/L
d-p-Hydroxyphenylglycine,Dimethyl Formamide,C1=CC(=CC=C1C(C(=O)O)N)O,CN(C)C=O,5.12,-3.587272406,mol/L
d-p-Hydroxyphenylglycine,Dimethyl Formamide,C1=CC(=CC=C1C(C(=O)O)N)O,CN(C)C=O,10.08,-3.507725846,mol/L
d-p-Hydroxyphenylglycine,Dimethyl Formamide,C1=CC(=CC=C1C(C(=O)O)N)O,CN(C)C=O,15.03,-3.459611705,mol/L
d-p-Hydroxyphenylglycine,Dimethyl Formamide,C1=CC(=CC=C1C(C(=O)O)N)O,CN(C)C=O,20.05,-3.357203208,mol/L
d-p-Hydroxyphenylglycine,Dimethyl Formamide,C1=CC(=CC=C1C(C(=O)O)N)O,CN(C)C=O,25.24,-3.28081212,mol/L
d-p-Hydroxyphenylglycine,Dimethyl Formamide,C1=CC(=CC=C1C(C(=O)O)N)O,CN(C)C=O,30.03,-3.193265976,mol/L
d-p-Hydroxyphenylglycine,Dimethyl Formamide,C1=CC(=CC=C1C(C(=O)O)N)O,CN(C)C=O,35.11,-3.107957182,mol/L
d-p-Hydroxyphenylglycine,Dimethyl Formamide,C1=CC(=CC=C1C(C(=O)O)N)O,CN(C)C=O,40.05,-3.03853097,mol/L
d-p-Hydroxyphenylglycine,Dimethyl Formamide,C1=CC(=CC=C1C(C(=O)O)N)O,CN(C)C=O,45.24,-2.947576952,mol/L
d-p-Hydroxyphenylglycine,Dimethyl Formamide,C1=CC(=CC=C1C(C(=O)O)N)O,CN(C)C=O,50,-2.878769202,mol/L
Haloperidol,Dimethyl Formamide,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,CN(C)C=O,25,-0.26105971,mol/L
Ibuprofen,Dimethyl Formamide,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,CN(C)C=O,25,0.279429655,mol/L
Lactose,Dimethyl Formamide,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O.O,CN(C)C=O,25,-1.663213307,mol/L
Lutein,Dimethyl Formamide,CC1=C(C(CC(C1)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2C(=CC(CC2(C)C)O)C)C)C,CN(C)C=O,25,-2.755035975,mol/L
Mannitol,Dimethyl Formamide,C(C(C(C(C(CO)O)O)O)O)O,CN(C)C=O,25,-1.657667543,mol/L
Methyl p-hydroxybenzoate,Dimethyl Formamide,COC(=O)C1=CC=C(C=C1)O,CN(C)C=O,25,1.045103829,mol/L
Naproxen,Dimethyl Formamide,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CN(C)C=O,25,0.319397323,mol/L
Niflumic acid,Dimethyl Formamide,C1=CC(=CC(=C1)NC2=C(C=CC=N2)C(=O)O)C(F)(F)F,CN(C)C=O,25,1.056802517,mol/L
p-Aminobenzoic acid,Dimethyl Formamide,C1=CC(=CC=C1C(=O)O)N,CN(C)C=O,25,-0.18692642,mol/L
Paracetamol,Dimethyl Formamide,CC(=O)NC1=CC=C(C=C1)O,CN(C)C=O,30,0.803475817,mol/L
Paracetamol,Dimethyl Formamide,CC(=O)NC1=CC=C(C=C1)O,CN(C)C=O,25,1.144174322,mol/L
Paroxetine HCl hemihydrate,Dimethyl Formamide,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4.Cl,CN(C)C=O,22.35,-1.79378991,mol/L
Paroxetine HCl hemihydrate,Dimethyl Formamide,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4.Cl,CN(C)C=O,25.4,-1.750121837,mol/L
Paroxetine HCl hemihydrate,Dimethyl Formamide,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4.Cl,CN(C)C=O,28.9,-1.702372883,mol/L
Paroxetine HCl hemihydrate,Dimethyl Formamide,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4.Cl,CN(C)C=O,33,-1.655612364,mol/L
Paroxetine HCl hemihydrate,Dimethyl Formamide,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4.Cl,CN(C)C=O,37,-1.579086953,mol/L
Paroxetine HCl hemihydrate,Dimethyl Formamide,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4.Cl,CN(C)C=O,40.9,-1.517634595,mol/L
Paroxetine HCl hemihydrate,Dimethyl Formamide,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4.Cl,CN(C)C=O,44.7,-1.47853654,mol/L
Paroxetine HCl hemihydrate,Dimethyl Formamide,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4.Cl,CN(C)C=O,49.1,-1.430508695,mol/L
Paroxetine HCl hemihydrate,Dimethyl Formamide,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4.Cl,CN(C)C=O,53,-1.385776442,mol/L
Paroxetine HCl hemihydrate,Dimethyl Formamide,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4.Cl,CN(C)C=O,57,-1.344483692,mol/L
Paroxetine HCl hemihydrate,Dimethyl Formamide,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4.Cl,CN(C)C=O,61.05,-1.307424736,mol/L
Paroxetine HCl hemihydrate,Dimethyl Formamide,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4.Cl,CN(C)C=O,65.2,-1.272130308,mol/L
Paroxetine HCl hemihydrate,Dimethyl Formamide,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4.Cl,CN(C)C=O,69,-1.239707055,mol/L
Paroxetine HCl hemihydrate,Dimethyl Formamide,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4.Cl,CN(C)C=O,73.05,-1.209952778,mol/L
Paroxetine HCl hemihydrate,Dimethyl Formamide,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4.Cl,CN(C)C=O,77.3,-1.180592375,mol/L
Paroxetine HCl hemihydrate,Dimethyl Formamide,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4.Cl,CN(C)C=O,82,-1.153764712,mol/L
p-Hydroxybenzoic acid,Dimethyl Formamide,C1=CC(=CC=C1C(=O)O)O,CN(C)C=O,25,0.54808189,mol/L
Piroxicam,Dimethyl Formamide,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,CN(C)C=O,25,-0.654625311,mol/L
Ricobendazole,Dimethyl Formamide,CCCS(=O)C1=CC2=C(C=C1)N=C(N2)NC(=O)OC,CN(C)C=O,25,-1.679838711,mol/L
Saccharose,Dimethyl Formamide,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,CN(C)C=O,25,-3.221472524,mol/L
Salicylic acid,Dimethyl Formamide,C1=CC=C(C(=C1)C(=O)O)O,CN(C)C=O,25,0.908695653,mol/L
Sodium ibuprofen,Dimethyl Formamide,CC(C)CC1=CC=C(C=C1)C(C)C(=O)[O-].[Na+],CN(C)C=O,25,-1.826717411,mol/L
Sodium benzoate,Dimethyl Formamide,C1=CC=C(C=C1)C(=O)[O-].[Na+],CN(C)C=O,25,-2.449694093,mol/L
Sodium diclofenac,Dimethyl Formamide,C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+],CN(C)C=O,25,0.068829417,mol/L
Sodium diclofenac,Dimethyl Formamide,C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+],CN(C)C=O,25,0.068639877,mol/L
Sodium p-aminobenzoate,Dimethyl Formamide,C1=CC(=CC=C1C(=O)[O-])N.[Na+],CN(C)C=O,25,-2.710557546,mol/L
Sodium salicylate,Dimethyl Formamide,C1=CC=C(C(=C1)C(=O)[O-])O.[Na+],CN(C)C=O,25,0.92003375,mol/L
Sulfadiazine,Dimethyl Formamide,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,CN(C)C=O,25,-0.00284695,mol/L
Sulfamethoxypyridazine,Dimethyl Formamide,COC1=NN=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)N,CN(C)C=O,25,0.098732137,mol/L
Temazepam,Dimethyl Formamide,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3,CN(C)C=O,25,0.222373659,mol/L
Xylitol,Dimethyl Formamide,C(C(C(C(CO)O)O)O)O,CN(C)C=O,20.06,-0.253955669,mol/L
Xylitol,Dimethyl Formamide,C(C(C(C(CO)O)O)O)O,CN(C)C=O,25.14,-0.161063074,mol/L
Xylitol,Dimethyl Formamide,C(C(C(C(CO)O)O)O)O,CN(C)C=O,30.11,-0.074380802,mol/L
Xylitol,Dimethyl Formamide,C(C(C(C(CO)O)O)O)O,CN(C)C=O,35.09,0.013881212,mol/L
Xylitol,Dimethyl Formamide,C(C(C(C(CO)O)O)O)O,CN(C)C=O,40.07,0.106195508,mol/L
Xylitol,Dimethyl Formamide,C(C(C(C(CO)O)O)O)O,CN(C)C=O,45.17,0.205424535,mol/L
Xylitol,Dimethyl Formamide,C(C(C(C(CO)O)O)O)O,CN(C)C=O,50.05,0.304947664,mol/L
Xylitol,Dimethyl Formamide,C(C(C(C(CO)O)O)O)O,CN(C)C=O,55.09,0.41155168,mol/L
Xylitol,Dimethyl Formamide,C(C(C(C(CO)O)O)O)O,CN(C)C=O,60.12,0.521779957,mol/L
Temazepam,Anisole,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3,COC1=CC=CC=C1,25,-0.384856302,mol/L
Testosterone propionate,Anisole,CCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,COC1=CC=CC=C1,25,0.484527575,mol/L
p-Iodophenol,Butyl ether,C1=CC(=CC=C1O)I,CCCCOCCCC,25,0.530199698,mol/L
p-Nitrophenol,Butyl ether,C1=CC(=CC=C1[N+](=O)[O-])O,CCCCOCCCC,25,0.103803721,mol/L
p-Phenylphenol,Butyl ether,C1=CC=C(C=C1)C2=CC=C(C=C2)O,CCCCOCCCC,25,-0.677780705,mol/L
"16¦Á,17¦Á-Epoxyprogesterone",Acetic Acid,CC(=O)C12C(O1)CC3C2(CCC4C3CCC5=CC(=O)CCC45C)C,CC(=O)O,20.45,-0.660259824,mol/L
"16¦Á,17¦Á-Epoxyprogesterone",Acetic Acid,CC(=O)C12C(O1)CC3C2(CCC4C3CCC5=CC(=O)CCC45C)C,CC(=O)O,22.6,-0.618810137,mol/L
"16¦Á,17¦Á-Epoxyprogesterone",Acetic Acid,CC(=O)C12C(O1)CC3C2(CCC4C3CCC5=CC(=O)CCC45C)C,CC(=O)O,25.1,-0.58088435,mol/L
"16¦Á,17¦Á-Epoxyprogesterone",Acetic Acid,CC(=O)C12C(O1)CC3C2(CCC4C3CCC5=CC(=O)CCC45C)C,CC(=O)O,28.15,-0.533685909,mol/L
"16¦Á,17¦Á-Epoxyprogesterone",Acetic Acid,CC(=O)C12C(O1)CC3C2(CCC4C3CCC5=CC(=O)CCC45C)C,CC(=O)O,30.8,-0.490005084,mol/L
"16¦Á,17¦Á-Epoxyprogesterone",Acetic Acid,CC(=O)C12C(O1)CC3C2(CCC4C3CCC5=CC(=O)CCC45C)C,CC(=O)O,33.7,-0.421472568,mol/L
"16¦Á,17¦Á-Epoxyprogesterone",Acetic Acid,CC(=O)C12C(O1)CC3C2(CCC4C3CCC5=CC(=O)CCC45C)C,CC(=O)O,37.6,-0.361767025,mol/L
"16¦Á,17¦Á-Epoxyprogesterone",Acetic Acid,CC(=O)C12C(O1)CC3C2(CCC4C3CCC5=CC(=O)CCC45C)C,CC(=O)O,40.4,-0.312752183,mol/L
"16¦Á,17¦Á-Epoxyprogesterone",Acetic Acid,CC(=O)C12C(O1)CC3C2(CCC4C3CCC5=CC(=O)CCC45C)C,CC(=O)O,43.5,-0.263702476,mol/L
"16¦Á,17¦Á-Epoxyprogesterone",Acetic Acid,CC(=O)C12C(O1)CC3C2(CCC4C3CCC5=CC(=O)CCC45C)C,CC(=O)O,46.1,-0.219766639,mol/L
"16¦Á,17¦Á-Epoxyprogesterone",Acetic Acid,CC(=O)C12C(O1)CC3C2(CCC4C3CCC5=CC(=O)CCC45C)C,CC(=O)O,49,-0.165611514,mol/L
"16¦Á,17¦Á-Epoxyprogesterone",Acetic Acid,CC(=O)C12C(O1)CC3C2(CCC4C3CCC5=CC(=O)CCC45C)C,CC(=O)O,52.9,-0.110607479,mol/L
Anhydrous citric acid,Acetic Acid,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,CC(=O)O,25,-0.280605224,mol/L
Benzoic acid,Acetic Acid,C1=CC=C(C=C1)C(=O)O,CC(=O)O,25,0.546306857,mol/L
Diclofenac,Acetic Acid,C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+],CC(=O)O,25,-1.002768163,mol/L
Dioxopromethazine HCl,Acetic Acid,CN(C=O)C(CN1C2=CC=CC=C2SC3=CC=CC=C31)C=O.Cl,CC(=O)O,5.02,-1.876580419,mol/L
Dioxopromethazine HCl,Acetic Acid,CN(C=O)C(CN1C2=CC=CC=C2SC3=CC=CC=C31)C=O.Cl,CC(=O)O,10.07,-1.790733087,mol/L
Dioxopromethazine HCl,Acetic Acid,CN(C=O)C(CN1C2=CC=CC=C2SC3=CC=CC=C31)C=O.Cl,CC(=O)O,15.04,-1.706843303,mol/L
Dioxopromethazine HCl,Acetic Acid,CN(C=O)C(CN1C2=CC=CC=C2SC3=CC=CC=C31)C=O.Cl,CC(=O)O,20.11,-1.621279369,mol/L
Dioxopromethazine HCl,Acetic Acid,CN(C=O)C(CN1C2=CC=CC=C2SC3=CC=CC=C31)C=O.Cl,CC(=O)O,25.02,-1.564079098,mol/L
Dioxopromethazine HCl,Acetic Acid,CN(C=O)C(CN1C2=CC=CC=C2SC3=CC=CC=C31)C=O.Cl,CC(=O)O,30.04,-1.488877668,mol/L
Dioxopromethazine HCl,Acetic Acid,CN(C=O)C(CN1C2=CC=CC=C2SC3=CC=CC=C31)C=O.Cl,CC(=O)O,35.06,-1.404162936,mol/L
Dioxopromethazine HCl,Acetic Acid,CN(C=O)C(CN1C2=CC=CC=C2SC3=CC=CC=C31)C=O.Cl,CC(=O)O,40.06,-1.302770221,mol/L
Dioxopromethazine HCl,Acetic Acid,CN(C=O)C(CN1C2=CC=CC=C2SC3=CC=CC=C31)C=O.Cl,CC(=O)O,45.03,-1.224750359,mol/L
Hydroquinone,Acetic Acid,C1=CC(=CC=C1O)O,CC(=O)O,16.3,-0.23664917,mol/L
Hydroquinone,Acetic Acid,C1=CC(=CC=C1O)O,CC(=O)O,21.5,-0.179500436,mol/L
Hydroquinone,Acetic Acid,C1=CC(=CC=C1O)O,CC(=O)O,27,-0.116196091,mol/L
Hydroquinone,Acetic Acid,C1=CC(=CC=C1O)O,CC(=O)O,33.2,-0.046521254,mol/L
Hydroquinone,Acetic Acid,C1=CC(=CC=C1O)O,CC(=O)O,40.15,0.031337458,mol/L
Hydroquinone,Acetic Acid,C1=CC(=CC=C1O)O,CC(=O)O,45,0.091238876,mol/L
Hydroquinone,Acetic Acid,C1=CC(=CC=C1O)O,CC(=O)O,50.6,0.152971188,mol/L
Hydroquinone,Acetic Acid,C1=CC(=CC=C1O)O,CC(=O)O,56.5,0.219697859,mol/L
Hydroquinone,Acetic Acid,C1=CC(=CC=C1O)O,CC(=O)O,61.55,0.28021673,mol/L
Hydroquinone,Acetic Acid,C1=CC(=CC=C1O)O,CC(=O)O,68.1,0.357283652,mol/L
Ibuprofen,Acetic Acid,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,CC(=O)O,25,0.350655999,mol/L
Lactose,Acetic Acid,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O.O,CC(=O)O,25,-2.995370859,mol/L
Mannitol,Acetic Acid,C(C(C(C(C(CO)O)O)O)O)O,CC(=O)O,25,-1.899376707,mol/L
Methyl p-hydroxybenzoate,Acetic Acid,COC(=O)C1=CC=C(C=C1)O,CC(=O)O,25,-0.00767033,mol/L
Naproxen,Acetic Acid,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CC(=O)O,25,-0.565979461,mol/L
Niflumic acid,Acetic Acid,C1=CC(=CC(=C1)NC2=C(C=CC=N2)C(=O)O)C(F)(F)F,CC(=O)O,25,-0.857172865,mol/L
p-Aminobenzoic acid,Acetic Acid,C1=CC(=CC=C1C(=O)O)N,CC(=O)O,25,0.164412421,mol/L
Paracetamol,Acetic Acid,CC(=O)NC1=CC=C(C=C1)O,CC(=O)O,30,-0.240637058,mol/L
Paracetamol,Acetic Acid,CC(=O)NC1=CC=C(C=C1)O,CC(=O)O,30,-0.256711425,mol/L
p-Hydroxybenzoic acid,Acetic Acid,C1=CC(=CC=C1C(=O)O)O,CC(=O)O,25,-0.090216883,mol/L
Piroxicam,Acetic Acid,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,CC(=O)O,25,-1.812211791,mol/L
Saccharose,Acetic Acid,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,CC(=O)O,25,-6.166215625,mol/L
Salicylamide,Acetic Acid,C1=CC=C(C(=C1)C(=O)N)O,CC(=O)O,10,0.036327133,mol/L
Salicylamide,Acetic Acid,C1=CC=C(C(=C1)C(=O)N)O,CC(=O)O,15,0.08656133,mol/L
Salicylamide,Acetic Acid,C1=CC=C(C(=C1)C(=O)N)O,CC(=O)O,20,0.138598425,mol/L
Salicylamide,Acetic Acid,C1=CC=C(C(=C1)C(=O)N)O,CC(=O)O,25,0.195892652,mol/L
Salicylamide,Acetic Acid,C1=CC=C(C(=C1)C(=O)N)O,CC(=O)O,30,0.25241804,mol/L
Salicylamide,Acetic Acid,C1=CC=C(C(=C1)C(=O)N)O,CC(=O)O,35,0.305487428,mol/L
Salicylamide,Acetic Acid,C1=CC=C(C(=C1)C(=O)N)O,CC(=O)O,40,0.365531659,mol/L
Salicylamide,Acetic Acid,C1=CC=C(C(=C1)C(=O)N)O,CC(=O)O,45,0.42237572,mol/L
Salicylamide,Acetic Acid,C1=CC=C(C(=C1)C(=O)N)O,CC(=O)O,50,0.472638411,mol/L
Salicylic acid,Acetic Acid,C1=CC=C(C(=C1)C(=O)O)O,CC(=O)O,10,-0.163455621,mol/L
Salicylic acid,Acetic Acid,C1=CC=C(C(=C1)C(=O)O)O,CC(=O)O,15,-0.105506527,mol/L
Salicylic acid,Acetic Acid,C1=CC=C(C(=C1)C(=O)O)O,CC(=O)O,20,-0.05112141,mol/L
Salicylic acid,Acetic Acid,C1=CC=C(C(=C1)C(=O)O)O,CC(=O)O,25,0.046041346,mol/L
Salicylic acid,Acetic Acid,C1=CC=C(C(=C1)C(=O)O)O,CC(=O)O,25,0.007021909,mol/L
Salicylic acid,Acetic Acid,C1=CC=C(C(=C1)C(=O)O)O,CC(=O)O,30,0.066881418,mol/L
Salicylic acid,Acetic Acid,C1=CC=C(C(=C1)C(=O)O)O,CC(=O)O,35,0.126642678,mol/L
Salicylic acid,Acetic Acid,C1=CC=C(C(=C1)C(=O)O)O,CC(=O)O,40,0.185155072,mol/L
Salicylic acid,Acetic Acid,C1=CC=C(C(=C1)C(=O)O)O,CC(=O)O,45,0.247441642,mol/L
Salicylic acid,Acetic Acid,C1=CC=C(C(=C1)C(=O)O)O,CC(=O)O,50,0.308519025,mol/L
Sodium ibuprofen,Acetic Acid,CC(C)CC1=CC=C(C=C1)C(C)C(=O)[O-].[Na+],CC(=O)O,25,-0.219138923,mol/L
Sodium benzoate,Acetic Acid,C1=CC=C(C=C1)C(=O)[O-].[Na+],CC(=O)O,25,0.495266273,mol/L
Sodium diclofenac,Acetic Acid,C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+],CC(=O)O,25,-1.107262116,mol/L
Sodium diclofenac,Acetic Acid,C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+],CC(=O)O,25,-1.107095403,mol/L
Sodium p-aminobenzoate,Acetic Acid,C1=CC(=CC=C1C(=O)[O-])N.[Na+],CC(=O)O,25,0.239760768,mol/L
Sodium salicylate,Acetic Acid,C1=CC=C(C(=C1)C(=O)[O-])O.[Na+],CC(=O)O,25,-0.832215996,mol/L
"1H-1,2,4-Triazole",Methyl Acetate,C1=NC=NN1,CC(=O)OC,10.12,0.128873403,mol/L
"1H-1,2,4-Triazole",Methyl Acetate,C1=NC=NN1,CC(=O)OC,15.06,0.174580443,mol/L
"1H-1,2,4-Triazole",Methyl Acetate,C1=NC=NN1,CC(=O)OC,20.04,0.220165757,mol/L
"1H-1,2,4-Triazole",Methyl Acetate,C1=NC=NN1,CC(=O)OC,25.06,0.266253135,mol/L
"1H-1,2,4-Triazole",Methyl Acetate,C1=NC=NN1,CC(=O)OC,30.05,0.313290361,mol/L
"1H-1,2,4-Triazole",Methyl Acetate,C1=NC=NN1,CC(=O)OC,35.14,0.362919787,mol/L
"1H-1,2,4-Triazole",Methyl Acetate,C1=NC=NN1,CC(=O)OC,40.03,0.413223555,mol/L
"1H-1,2,4-Triazole",Methyl Acetate,C1=NC=NN1,CC(=O)OC,45.01,0.466789367,mol/L
"1H-1,2,4-Triazole",Methyl Acetate,C1=NC=NN1,CC(=O)OC,50.09,0.524420571,mol/L
